match_id,over,ball,batsman,bowler,runs,dismissal,venue
4,16,5,Rahul,Thakur,0,Bowled,MA Chidambaram
4,16,6,Moeen Ali,Bumrah,0,Run Out,M Chinnaswamy
4,17,1,Dhoni,Saini,2,No,Rajiv Gandhi Stadium
4,17,2,Gaikwad,Boult,3,No,Rajiv Gandhi Stadium
4,17,3,Mishra,Rahul,6,No,M Chinnaswamy
4,17,4,Mishra,Patel,3,No,Narendra Modi Stadium
4,17,5,Rayudu,Jamieson,0,Bowled,MA Chidambaram
4,17,6,Dhoni,Shami,6,No,M Chinnaswamy
4,18,1,Conway,Rahul,0,Run Out,Eden Gardens
4,18,2,Ruturaj,Shami,2,No,M Chinnaswamy
4,18,3,Gaikwad,Archer,2,No,Narendra Modi Stadium
4,18,4,Ruturaj,Boult,3,No,Rajiv Gandhi Stadium
4,18,5,Mishra,Thakur,6,No,Wankhede
4,18,6,Gaikwad,Jamieson,1,No,M Chinnaswamy
4,19,1,Rayudu,Saini,1,No,Eden Gardens
4,19,2,Gaikwad,Patel,2,No,Rajiv Gandhi Stadium
4,19,3,Dhoni,Jamieson,2,No,Rajiv Gandhi Stadium
4,19,4,Jadeja,Rahul,6,No,Eden Gardens
4,19,5,Vijay,Bumrah,1,No,M Chinnaswamy
4,19,6,Moeen Ali,Jamieson,4,No,Wankhede
4,20,1,Ruturaj,Rahul,3,No,Narendra Modi Stadium
4,20,2,Gaikwad,Shami,3,No,Eden Gardens
4,20,3,Conway,Shami,0,LBW,Wankhede
4,20,4,Mishra,Archer,2,No,Narendra Modi Stadium
4,20,5,Ruturaj,Thakur,0,Bowled,MA Chidambaram
4,20,6,Gaikwad,Boult,0,No,M Chinnaswamy
5,1,1,Dhoni,Boult,4,No,Rajiv Gandhi Stadium
5,1,2,Ruturaj,Archer,4,No,Eden Gardens
5,1,3,Mishra,Patel,0,Bowled,Narendra Modi Stadium
5,1,4,Gaikwad,Jamieson,2,No,Eden Gardens
5,1,5,Dhoni,Jamieson,1,No,Wankhede
5,1,6,Rayudu,Rahul,0,LBW,MA Chidambaram
5,2,1,Jadeja,Shami,4,No,Rajiv Gandhi Stadium
5,2,2,Mishra,Chahar,4,No,M Chinnaswamy
5,2,3,Conway,Patel,2,No,M Chinnaswamy
5,2,4,Moeen Ali,Chahar,0,Bowled,M Chinnaswamy
5,2,5,Rahul,Shami,4,No,Rajiv Gandhi Stadium
5,2,6,Jadeja,Rahul,6,No,MA Chidambaram
5,3,1,Rahul,Rahul,6,No,Narendra Modi Stadium
5,3,2,Jadeja,Boult,1,No,Wankhede
5,3,3,Jadeja,Rahul,2,No,Eden Gardens
5,3,4,Gaikwad,Rahul,2,No,M Chinnaswamy
5,3,5,Ruturaj,Thakur,0,No,Rajiv Gandhi Stadium
5,3,6,Mishra,Patel,6,No,Rajiv Gandhi Stadium
5,4,1,Gaikwad,Patel,3,No,Wankhede
5,4,2,Vijay,Thakur,6,No,Narendra Modi Stadium
5,4,3,Vijay,Patel,1,No,Eden Gardens
5,4,4,Dhoni,Saini,2,No,Eden Gardens
5,4,5,Rayudu,Patel,0,Run Out,Eden Gardens
5,4,6,Conway,Shami,1,No,Wankhede
5,5,1,Vijay,Boult,4,No,Wankhede
5,5,2,Rahul,Rahul,0,LBW,MA Chidambaram
5,5,3,Vijay,Chahar,2,No,Wankhede
5,5,4,Vijay,Shami,1,No,Wankhede
5,5,5,Jadeja,Patel,0,Bowled,M Chinnaswamy
5,5,6,Conway,Jamieson,3,No,Wankhede
5,6,1,Gaikwad,Chahar,2,No,Rajiv Gandhi Stadium
5,6,2,Dhoni,Saini,1,No,Rajiv Gandhi Stadium
5,6,3,Ruturaj,Chahar,2,No,Eden Gardens
5,6,4,Ruturaj,Patel,1,No,Wankhede
5,6,5,Vijay,Archer,4,No,Rajiv Gandhi Stadium
5,6,6,Vijay,Jamieson,6,No,Eden Gardens
5,7,1,Gaikwad,Patel,4,No,Rajiv Gandhi Stadium
5,7,2,Dhoni,Archer,3,No,Narendra Modi Stadium
5,7,3,Dhoni,Jamieson,4,No,Eden Gardens
5,7,4,Dhoni,Chahar,0,Bowled,Narendra Modi Stadium
5,7,5,Dhoni,Shami,3,No,Rajiv Gandhi Stadium
5,7,6,Mishra,Bumrah,3,No,Eden Gardens
5,8,1,Mishra,Boult,1,No,Rajiv Gandhi Stadium
5,8,2,Rayudu,Archer,1,No,Wankhede
5,8,3,Jadeja,Jamieson,4,No,Narendra Modi Stadium
5,8,4,Dhoni,Archer,2,No,M Chinnaswamy
5,8,5,Dhoni,Patel,4,No,Eden Gardens
5,8,6,Rahul,Patel,3,No,Eden Gardens
5,9,1,Dhoni,Patel,4,No,MA Chidambaram
5,9,2,Rahul,Shami,6,No,Eden Gardens
5,9,3,Mishra,Archer,2,No,M Chinnaswamy
5,9,4,Rayudu,Chahar,2,No,Wankhede
5,9,5,Conway,Rahul,2,No,Eden Gardens
5,9,6,Mishra,Rahul,2,No,MA Chidambaram
5,10,1,Jadeja,Rahul,0,No,Wankhede
5,10,2,Conway,Patel,2,No,M Chinnaswamy
5,10,3,Jadeja,Chahar,2,No,Eden Gardens
5,10,4,Rayudu,Boult,3,No,Wankhede
5,10,5,Vijay,Boult,3,No,M Chinnaswamy
5,10,6,Rahul,Archer,6,No,Eden Gardens
5,11,1,Ruturaj,Shami,3,No,MA Chidambaram
5,11,2,Rayudu,Jamieson,0,Caught,Wankhede
5,11,3,Dhoni,Shami,4,No,Narendra Modi Stadium
5,11,4,Rayudu,Jamieson,0,LBW,Eden Gardens
5,11,5,Ruturaj,Archer,0,Caught,MA Chidambaram
5,11,6,Rayudu,Shami,2,No,Eden Gardens
5,12,1,Conway,Saini,0,Caught,Eden Gardens
5,12,2,Dhoni,Thakur,1,No,Eden Gardens
5,12,3,Conway,Patel,0,Bowled,Rajiv Gandhi Stadium
5,12,4,Moeen Ali,Rahul,6,No,Narendra Modi Stadium
5,12,5,Jadeja,Saini,1,No,Rajiv Gandhi Stadium
5,12,6,Dhoni,Patel,0,Caught,Rajiv Gandhi Stadium
5,13,1,Rayudu,Saini,3,No,Narendra Modi Stadium
5,13,2,Mishra,Patel,3,No,MA Chidambaram
5,13,3,Conway,Boult,3,No,Wankhede
5,13,4,Dhoni,Archer,1,No,MA Chidambaram
5,13,5,Conway,Saini,0,LBW,Narendra Modi Stadium
5,13,6,Gaikwad,Saini,4,No,Rajiv Gandhi Stadium
5,14,1,Jadeja,Bumrah,4,No,Wankhede
5,14,2,Rahul,Saini,0,Caught,Wankhede
5,14,3,Ruturaj,Boult,3,No,Rajiv Gandhi Stadium
5,14,4,Ruturaj,Chahar,6,No,MA Chidambaram
5,14,5,Gaikwad,Bumrah,1,No,M Chinnaswamy
5,14,6,Gaikwad,Patel,6,No,MA Chidambaram
5,15,1,Jadeja,Thakur,4,No,Rajiv Gandhi Stadium
5,15,2,Ruturaj,Chahar,6,No,Wankhede
5,15,3,Gaikwad,Shami,1,No,Rajiv Gandhi Stadium
5,15,4,Jadeja,Archer,0,Bowled,Rajiv Gandhi Stadium
5,15,5,Vijay,Patel,4,No,Eden Gardens
5,15,6,Rahul,Bumrah,4,No,M Chinnaswamy
5,16,1,Rayudu,Rahul,2,No,Narendra Modi Stadium
5,16,2,Conway,Shami,0,No,MA Chidambaram
5,16,3,Rahul,Patel,3,No,MA Chidambaram
5,16,4,Jadeja,Jamieson,3,No,MA Chidambaram
5,16,5,Ruturaj,Chahar,2,No,Eden Gardens
5,16,6,Gaikwad,Boult,6,No,M Chinnaswamy
5,17,1,Rahul,Boult,4,No,MA Chidambaram
5,17,2,Jadeja,Saini,3,No,Narendra Modi Stadium
5,17,3,Dhoni,Saini,4,No,Rajiv Gandhi Stadium
5,17,4,Moeen Ali,Archer,3,No,MA Chidambaram
5,17,5,Vijay,Boult,6,No,Narendra Modi Stadium
5,17,6,Rayudu,Saini,2,No,Wankhede
5,18,1,Mishra,Saini,1,No,Eden Gardens
5,18,2,Mishra,Thakur,6,No,Eden Gardens
5,18,3,Vijay,Boult,3,No,Narendra Modi Stadium
5,18,4,Ruturaj,Bumrah,4,No,Wankhede
5,18,5,Dhoni,Saini,4,No,Rajiv Gandhi Stadium
5,18,6,Mishra,Saini,3,No,Eden Gardens
5,19,1,Moeen Ali,Archer,0,Bowled,Rajiv Gandhi Stadium
5,19,2,Mishra,Saini,1,No,M Chinnaswamy
5,19,3,Rayudu,Patel,0,Run Out,MA Chidambaram
5,19,4,Rahul,Patel,2,No,Wankhede
5,19,5,Dhoni,Bumrah,2,No,M Chinnaswamy
5,19,6,Gaikwad,Chahar,3,No,Narendra Modi Stadium
5,20,1,Moeen Ali,Patel,3,No,Narendra Modi Stadium
5,20,2,Jadeja,Saini,6,No,M Chinnaswamy
5,20,3,Conway,Saini,3,No,Eden Gardens
5,20,4,Rahul,Archer,4,No,M Chinnaswamy
5,20,5,Moeen Ali,Bumrah,6,No,Narendra Modi Stadium
5,20,6,Rayudu,Patel,1,No,Eden Gardens
6,1,1,Dhoni,Boult,4,No,Wankhede
6,1,2,Mishra,Thakur,6,No,M Chinnaswamy
6,1,3,Rayudu,Patel,2,No,Narendra Modi Stadium
6,1,4,Rayudu,Thakur,1,No,Wankhede
6,1,5,Conway,Rahul,0,LBW,M Chinnaswamy
6,1,6,Rayudu,Saini,0,Run Out,Eden Gardens
6,2,1,Moeen Ali,Chahar,3,No,MA Chidambaram
6,2,2,Moeen Ali,Jamieson,2,No,Narendra Modi Stadium
6,2,3,Rayudu,Boult,1,No,Rajiv Gandhi Stadium
6,2,4,Rahul,Shami,4,No,Eden Gardens
6,2,5,Jadeja,Thakur,3,No,M Chinnaswamy
6,2,6,Conway,Jamieson,2,No,Eden Gardens
6,3,1,Mishra,Bumrah,6,No,Wankhede
6,3,2,Moeen Ali,Archer,3,No,Narendra Modi Stadium
6,3,3,Ruturaj,Patel,4,No,Eden Gardens
6,3,4,Ruturaj,Saini,6,No,MA Chidambaram
6,3,5,Ruturaj,Rahul,1,No,Wankhede
6,3,6,Mishra,Rahul,3,No,Wankhede
6,4,1,Vijay,Chahar,0,No,Wankhede
6,4,2,Vijay,Patel,4,No,Eden Gardens
6,4,3,Dhoni,Archer,1,No,Eden Gardens
6,4,4,Gaikwad,Archer,4,No,MA Chidambaram
6,4,5,Moeen Ali,Thakur,0,LBW,MA Chidambaram
6,4,6,Conway,Bumrah,1,No,M Chinnaswamy
6,5,1,Rahul,Archer,6,No,MA Chidambaram
6,5,2,Gaikwad,Shami,1,No,Rajiv Gandhi Stadium
6,5,3,Vijay,Chahar,1,No,M Chinnaswamy
6,5,4,Dhoni,Patel,4,No,Narendra Modi Stadium
6,5,5,Gaikwad,Saini,6,No,Eden Gardens
6,5,6,Conway,Thakur,1,No,Wankhede
6,6,1,Mishra,Bumrah,4,No,Wankhede
6,6,2,Moeen Ali,Shami,2,No,Narendra Modi Stadium
6,6,3,Ruturaj,Bumrah,4,No,Eden Gardens
6,6,4,Jadeja,Shami,1,No,Wankhede
6,6,5,Gaikwad,Jamieson,3,No,MA Chidambaram
6,6,6,Mishra,Rahul,1,No,Wankhede
6,7,1,Moeen Ali,Chahar,1,No,M Chinnaswamy
6,7,2,Rahul,Bumrah,6,No,MA Chidambaram
6,7,3,Rayudu,Chahar,4,No,Narendra Modi Stadium
6,7,4,Jadeja,Thakur,2,No,M Chinnaswamy
6,7,5,Ruturaj,Jamieson,0,Bowled,Rajiv Gandhi Stadium
6,7,6,Rahul,Chahar,6,No,Wankhede
6,8,1,Rahul,Bumrah,3,No,M Chinnaswamy
6,8,2,Moeen Ali,Patel,3,No,Rajiv Gandhi Stadium
6,8,3,Ruturaj,Jamieson,4,No,M Chinnaswamy
6,8,4,Ruturaj,Bumrah,1,No,Eden Gardens
6,8,5,Rayudu,Shami,2,No,Wankhede
6,8,6,Mishra,Archer,6,No,M Chinnaswamy
6,9,1,Rayudu,Archer,4,No,M Chinnaswamy
6,9,2,Rayudu,Archer,2,No,Wankhede
6,9,3,Ruturaj,Patel,3,No,Narendra Modi Stadium
6,9,4,Rahul,Boult,4,No,Narendra Modi Stadium
6,9,5,Conway,Saini,4,No,Eden Gardens
6,9,6,Dhoni,Patel,3,No,Wankhede
6,10,1,Conway,Patel,3,No,Narendra Modi Stadium
6,10,2,Gaikwad,Shami,3,No,Eden Gardens
6,10,3,Vijay,Archer,2,No,Wankhede
6,10,4,Gaikwad,Chahar,4,No,Narendra Modi Stadium
6,10,5,Conway,Patel,0,Caught,MA Chidambaram
6,10,6,Rahul,Archer,4,No,Rajiv Gandhi Stadium
6,11,1,Rayudu,Chahar,4,No,Wankhede
6,11,2,Conway,Patel,3,No,Eden Gardens
6,11,3,Rahul,Shami,4,No,Wankhede
6,11,4,Conway,Shami,6,No,Rajiv Gandhi Stadium
6,11,5,Rahul,Saini,6,No,Rajiv Gandhi Stadium
6,11,6,Ruturaj,Jamieson,6,No,M Chinnaswamy
6,12,1,Rayudu,Chahar,1,No,Narendra Modi Stadium
6,12,2,Ruturaj,Chahar,0,Run Out,MA Chidambaram
6,12,3,Rahul,Saini,1,No,Eden Gardens
6,12,4,Conway,Archer,4,No,Narendra Modi Stadium
6,12,5,Gaikwad,Rahul,4,No,Wankhede
6,12,6,Mishra,Boult,2,No,Rajiv Gandhi Stadium
6,13,1,Ruturaj,Boult,2,No,Narendra Modi Stadium
6,13,2,Dhoni,Shami,6,No,Narendra Modi Stadium
6,13,3,Ruturaj,Thakur,2,No,Narendra Modi Stadium
6,13,4,Jadeja,Bumrah,0,Run Out,Rajiv Gandhi Stadium
6,13,5,Rahul,Saini,1,No,Eden Gardens
6,13,6,Conway,Jamieson,3,No,Rajiv Gandhi Stadium
6,14,1,Ruturaj,Bumrah,3,No,MA Chidambaram
6,14,2,Vijay,Shami,4,No,Wankhede
6,14,3,Rayudu,Bumrah,3,No,Eden Gardens
6,14,4,Rayudu,Boult,6,No,Narendra Modi Stadium
6,14,5,Mishra,Chahar,4,No,Narendra Modi Stadium
6,14,6,Rahul,Thakur,6,No,Eden Gardens
6,15,1,Rayudu,Saini,6,No,Eden Gardens
6,15,2,Mishra,Chahar,6,No,Rajiv Gandhi Stadium
6,15,3,Rahul,Saini,3,No,Eden Gardens
6,15,4,Vijay,Chahar,0,No,Narendra Modi Stadium
6,15,5,Rayudu,Chahar,2,No,M Chinnaswamy
6,15,6,Jadeja,Chahar,4,No,Rajiv Gandhi Stadium
6,16,1,Jadeja,Jamieson,4,No,Wankhede
6,16,2,Jadeja,Bumrah,4,No,Rajiv Gandhi Stadium
6,16,3,Conway,Jamieson,3,No,Eden Gardens
6,16,4,Dhoni,Archer,2,No,Wankhede
6,16,5,Gaikwad,Saini,2,No,Eden Gardens
6,16,6,Rahul,Chahar,2,No,M Chinnaswamy
6,17,1,Gaikwad,Rahul,2,No,M Chinnaswamy
6,17,2,Rahul,Chahar,2,No,MA Chidambaram
6,17,3,Ruturaj,Saini,6,No,Wankhede
6,17,4,Moeen Ali,Rahul,0,Caught,Rajiv Gandhi Stadium
6,17,5,Rahul,Patel,2,No,M Chinnaswamy
6,17,6,Rayudu,Archer,6,No,MA Chidambaram
6,18,1,Conway,Patel,1,No,Narendra Modi Stadium
6,18,2,Dhoni,Saini,3,No,MA Chidambaram
6,18,3,Dhoni,Archer,1,No,Rajiv Gandhi Stadium
6,18,4,Gaikwad,Patel,6,No,Eden Gardens
6,18,5,Ruturaj,Thakur,0,Bowled,Eden Gardens
6,18,6,Gaikwad,Chahar,0,No,Rajiv Gandhi Stadium
6,19,1,Rahul,Archer,2,No,M Chinnaswamy
6,19,2,Gaikwad,Shami,3,No,Wankhede
6,19,3,Moeen Ali,Shami,3,No,Narendra Modi Stadium
6,19,4,Mishra,Shami,2,No,Eden Gardens
6,19,5,Ruturaj,Chahar,0,LBW,M Chinnaswamy
6,19,6,Mishra,Patel,4,No,Rajiv Gandhi Stadium
6,20,1,Jadeja,Thakur,4,No,Wankhede
6,20,2,Moeen Ali,Chahar,4,No,Wankhede
6,20,3,Rahul,Boult,4,No,Wankhede
6,20,4,Vijay,Jamieson,3,No,Rajiv Gandhi Stadium
6,20,5,Dhoni,Patel,1,No,M Chinnaswamy
6,20,6,Rahul,Jamieson,1,No,M Chinnaswamy
7,1,1,Mishra,Thakur,2,No,M Chinnaswamy
7,1,2,Rahul,Shami,0,Bowled,M Chinnaswamy
7,1,3,Rayudu,Patel,0,No,Rajiv Gandhi Stadium
7,1,4,Dhoni,Archer,6,No,Eden Gardens
7,1,5,Gaikwad,Jamieson,3,No,Wankhede
7,1,6,Rayudu,Saini,0,Run Out,Rajiv Gandhi Stadium
7,2,1,Jadeja,Chahar,2,No,Eden Gardens
7,2,2,Moeen Ali,Boult,1,No,Wankhede
7,2,3,Jadeja,Chahar,2,No,Eden Gardens
7,2,4,Gaikwad,Boult,4,No,Rajiv Gandhi Stadium
7,2,5,Mishra,Rahul,1,No,Eden Gardens
7,2,6,Gaikwad,Thakur,3,No,Rajiv Gandhi Stadium
7,3,1,Mishra,Thakur,1,No,Rajiv Gandhi Stadium
7,3,2,Dhoni,Chahar,0,Caught,Narendra Modi Stadium
7,3,3,Dhoni,Shami,1,No,Wankhede
7,3,4,Ruturaj,Shami,3,No,Eden Gardens
7,3,5,Jadeja,Shami,2,No,Narendra Modi Stadium
7,3,6,Rahul,Archer,1,No,Wankhede
7,4,1,Mishra,Patel,4,No,MA Chidambaram
7,4,2,Moeen Ali,Chahar,4,No,Wankhede
7,4,3,Jadeja,Jamieson,6,No,Eden Gardens
7,4,4,Rayudu,Saini,0,Bowled,Eden Gardens
7,4,5,Moeen Ali,Patel,3,No,Rajiv Gandhi Stadium
7,4,6,Moeen Ali,Patel,4,No,Eden Gardens
7,5,1,Rayudu,Patel,6,No,MA Chidambaram
7,5,2,Rayudu,Shami,6,No,Wankhede
7,5,3,Conway,Shami,3,No,Wankhede
7,5,4,Vijay,Boult,3,No,Narendra Modi Stadium
7,5,5,Mishra,Patel,2,No,M Chinnaswamy
7,5,6,Dhoni,Archer,2,No,MA Chidambaram
7,6,1,Gaikwad,Archer,1,No,M Chinnaswamy
7,6,2,Mishra,Chahar,4,No,Eden Gardens
7,6,3,Dhoni,Saini,0,LBW,M Chinnaswamy
7,6,4,Jadeja,Shami,2,No,Narendra Modi Stadium
7,6,5,Vijay,Bumrah,0,Bowled,Eden Gardens
7,6,6,Rayudu,Shami,3,No,Wankhede
7,7,1,Dhoni,Rahul,0,Bowled,Narendra Modi Stadium
7,7,2,Conway,Thakur,0,Caught,M Chinnaswamy
7,7,3,Mishra,Jamieson,3,No,MA Chidambaram
7,7,4,Mishra,Boult,1,No,Wankhede
7,7,5,Moeen Ali,Shami,4,No,Eden Gardens
7,7,6,Rahul,Thakur,1,No,M Chinnaswamy
7,8,1,Rahul,Chahar,4,No,MA Chidambaram
7,8,2,Rahul,Shami,0,Bowled,M Chinnaswamy
7,8,3,Gaikwad,Boult,6,No,Wankhede
7,8,4,Moeen Ali,Jamieson,1,No,M Chinnaswamy
7,8,5,Gaikwad,Boult,6,No,M Chinnaswamy
7,8,6,Mishra,Chahar,1,No,Rajiv Gandhi Stadium
7,9,1,Gaikwad,Jamieson,6,No,M Chinnaswamy
7,9,2,Jadeja,Archer,2,No,MA Chidambaram
7,9,3,Ruturaj,Chahar,3,No,Rajiv Gandhi Stadium
7,9,4,Moeen Ali,Saini,2,No,Narendra Modi Stadium
7,9,5,Dhoni,Archer,6,No,Rajiv Gandhi Stadium
7,9,6,Rahul,Archer,6,No,Narendra Modi Stadium
7,10,1,Rayudu,Chahar,1,No,Eden Gardens
7,10,2,Moeen Ali,Boult,1,No,Wankhede
7,10,3,Gaikwad,Boult,6,No,Eden Gardens
7,10,4,Vijay,Chahar,3,No,MA Chidambaram
7,10,5,Vijay,Rahul,6,No,Eden Gardens
7,10,6,Conway,Saini,1,No,Rajiv Gandhi Stadium
7,11,1,Vijay,Boult,3,No,Rajiv Gandhi Stadium
7,11,2,Conway,Archer,0,Run Out,Narendra Modi Stadium
7,11,3,Rayudu,Shami,6,No,Narendra Modi Stadium
7,11,4,Ruturaj,Bumrah,3,No,Wankhede
7,11,5,Ruturaj,Saini,3,No,Rajiv Gandhi Stadium
7,11,6,Conway,Rahul,3,No,Narendra Modi Stadium
7,12,1,Vijay,Jamieson,6,No,Eden Gardens
7,12,2,Moeen Ali,Jamieson,2,No,Wankhede
7,12,3,Dhoni,Boult,0,Bowled,MA Chidambaram
7,12,4,Rayudu,Jamieson,3,No,Wankhede
7,12,5,Mishra,Patel,6,No,Narendra Modi Stadium
7,12,6,Rahul,Saini,4,No,M Chinnaswamy
7,13,1,Rahul,Saini,3,No,Eden Gardens
7,13,2,Vijay,Saini,0,Bowled,Wankhede
7,13,3,Moeen Ali,Shami,2,No,Rajiv Gandhi Stadium
7,13,4,Moeen Ali,Thakur,2,No,Wankhede
7,13,5,Vijay,Archer,0,Caught,Narendra Modi Stadium
7,13,6,Gaikwad,Thakur,3,No,Wankhede
7,14,1,Gaikwad,Rahul,6,No,Eden Gardens
7,14,2,Moeen Ali,Bumrah,0,Caught,Eden Gardens
7,14,3,Rahul,Patel,1,No,M Chinnaswamy
7,14,4,Vijay,Thakur,6,No,Rajiv Gandhi Stadium
7,14,5,Mishra,Patel,6,No,Wankhede
7,14,6,Dhoni,Thakur,3,No,M Chinnaswamy
7,15,1,Ruturaj,Thakur,4,No,M Chinnaswamy
7,15,2,Rayudu,Chahar,6,No,Narendra Modi Stadium
7,15,3,Vijay,Boult,1,No,MA Chidambaram
7,15,4,Vijay,Archer,1,No,MA Chidambaram
7,15,5,Ruturaj,Archer,3,No,MA Chidambaram
7,15,6,Ruturaj,Patel,6,No,MA Chidambaram
7,16,1,Gaikwad,Boult,1,No,Narendra Modi Stadium
7,16,2,Moeen Ali,Chahar,3,No,Rajiv Gandhi Stadium
7,16,3,Dhoni,Chahar,2,No,Rajiv Gandhi Stadium
7,16,4,Rahul,Shami,2,No,Eden Gardens
7,16,5,Conway,Bumrah,0,Caught,Eden Gardens
7,16,6,Jadeja,Saini,4,No,Eden Gardens
7,17,1,Rayudu,Shami,6,No,Narendra Modi Stadium
7,17,2,Vijay,Thakur,3,No,MA Chidambaram
7,17,3,Moeen Ali,Rahul,6,No,Rajiv Gandhi Stadium
7,17,4,Moeen Ali,Patel,1,No,Eden Gardens
7,17,5,Ruturaj,Rahul,2,No,Wankhede
7,17,6,Jadeja,Bumrah,3,No,Narendra Modi Stadium
7,18,1,Mishra,Patel,4,No,Narendra Modi Stadium
7,18,2,Rahul,Rahul,3,No,MA Chidambaram
7,18,3,Rayudu,Bumrah,6,No,Narendra Modi Stadium
7,18,4,Rayudu,Shami,1,No,Narendra Modi Stadium
7,18,5,Mishra,Chahar,6,No,M Chinnaswamy
7,18,6,Ruturaj,Boult,1,No,M Chinnaswamy
7,19,1,Moeen Ali,Rahul,4,No,M Chinnaswamy
7,19,2,Conway,Bumrah,1,No,Eden Gardens
7,19,3,Ruturaj,Jamieson,6,No,Wankhede
7,19,4,Conway,Boult,6,No,M Chinnaswamy
7,19,5,Moeen Ali,Thakur,2,No,Rajiv Gandhi Stadium
7,19,6,Rayudu,Chahar,4,No,MA Chidambaram
7,20,1,Rayudu,Boult,3,No,Eden Gardens
7,20,2,Ruturaj,Bumrah,1,No,Eden Gardens
7,20,3,Conway,Shami,6,No,MA Chidambaram
7,20,4,Moeen Ali,Boult,1,No,Narendra Modi Stadium
7,20,5,Dhoni,Shami,4,No,MA Chidambaram
7,20,6,Jadeja,Saini,4,No,Wankhede
8,1,1,Gaikwad,Boult,1,No,Rajiv Gandhi Stadium
8,1,2,Mishra,Jamieson,3,No,M Chinnaswamy
8,1,3,Ruturaj,Jamieson,2,No,Wankhede
8,1,4,Ruturaj,Archer,0,Run Out,M Chinnaswamy
8,1,5,Dhoni,Saini,4,No,Rajiv Gandhi Stadium
8,1,6,Rahul,Rahul,2,No,Wankhede
8,2,1,Gaikwad,Shami,3,No,M Chinnaswamy
8,2,2,Dhoni,Bumrah,0,Bowled,MA Chidambaram
8,2,3,Rayudu,Bumrah,6,No,Rajiv Gandhi Stadium
8,2,4,Ruturaj,Thakur,2,No,Eden Gardens
8,2,5,Rayudu,Rahul,6,No,Rajiv Gandhi Stadium
8,2,6,Conway,Jamieson,4,No,Eden Gardens
8,3,1,Mishra,Patel,4,No,MA Chidambaram
8,3,2,Dhoni,Shami,0,No,Eden Gardens
8,3,3,Gaikwad,Chahar,2,No,MA Chidambaram
8,3,4,Dhoni,Chahar,1,No,Narendra Modi Stadium
8,3,5,Vijay,Boult,4,No,M Chinnaswamy
8,3,6,Gaikwad,Boult,6,No,Wankhede
8,4,1,Mishra,Archer,3,No,Narendra Modi Stadium
8,4,2,Rahul,Boult,1,No,MA Chidambaram
8,4,3,Dhoni,Thakur,2,No,MA Chidambaram
8,4,4,Gaikwad,Saini,4,No,Rajiv Gandhi Stadium
8,4,5,Mishra,Thakur,4,No,MA Chidambaram
8,4,6,Jadeja,Chahar,2,No,M Chinnaswamy
8,5,1,Mishra,Patel,3,No,Wankhede
8,5,2,Rayudu,Thakur,0,Bowled,Wankhede
8,5,3,Vijay,Bumrah,1,No,Wankhede
8,5,4,Gaikwad,Thakur,0,Bowled,M Chinnaswamy
8,5,5,Dhoni,Archer,3,No,Wankhede
8,5,6,Vijay,Shami,4,No,Wankhede
8,6,1,Rahul,Patel,6,No,MA Chidambaram
8,6,2,Rayudu,Rahul,2,No,Eden Gardens
8,6,3,Gaikwad,Bumrah,0,LBW,Eden Gardens
8,6,4,Gaikwad,Saini,0,Bowled,Wankhede
8,6,5,Dhoni,Boult,6,No,M Chinnaswamy
8,6,6,Dhoni,Boult,4,No,Eden Gardens
8,7,1,Rayudu,Chahar,3,No,Narendra Modi Stadium
8,7,2,Moeen Ali,Archer,3,No,MA Chidambaram
8,7,3,Rayudu,Bumrah,3,No,MA Chidambaram
8,7,4,Moeen Ali,Patel,0,No,Rajiv Gandhi Stadium
8,7,5,Moeen Ali,Patel,4,No,MA Chidambaram
8,7,6,Rahul,Chahar,1,No,Narendra Modi Stadium
8,8,1,Conway,Saini,1,No,Eden Gardens
8,8,2,Jadeja,Patel,6,No,Narendra Modi Stadium
8,8,3,Dhoni,Thakur,3,No,Wankhede
8,8,4,Dhoni,Jamieson,3,No,MA Chidambaram
8,8,5,Rayudu,Thakur,3,No,MA Chidambaram
8,8,6,Rahul,Saini,6,No,Wankhede
8,9,1,Dhoni,Rahul,0,Bowled,Wankhede
8,9,2,Moeen Ali,Saini,0,Bowled,MA Chidambaram
8,9,3,Jadeja,Archer,4,No,Rajiv Gandhi Stadium
8,9,4,Jadeja,Saini,3,No,Narendra Modi Stadium
8,9,5,Moeen Ali,Jamieson,0,Caught,Narendra Modi Stadium
8,9,6,Mishra,Chahar,2,No,Wankhede
8,10,1,Rahul,Saini,0,Caught,Wankhede
8,10,2,Moeen Ali,Patel,4,No,MA Chidambaram
8,10,3,Vijay,Saini,6,No,Wankhede
8,10,4,Moeen Ali,Thakur,1,No,MA Chidambaram
8,10,5,Rayudu,Bumrah,2,No,Rajiv Gandhi Stadium
8,10,6,Dhoni,Patel,4,No,Eden Gardens
8,11,1,Rahul,Boult,1,No,Narendra Modi Stadium
8,11,2,Vijay,Chahar,0,Caught,Eden Gardens
8,11,3,Rayudu,Thakur,0,LBW,Narendra Modi Stadium
8,11,4,Dhoni,Chahar,1,No,M Chinnaswamy
8,11,5,Jadeja,Boult,6,No,MA Chidambaram
8,11,6,Gaikwad,Jamieson,6,No,Wankhede
8,12,1,Vijay,Rahul,3,No,Eden Gardens
8,12,2,Vijay,Rahul,6,No,Wankhede
8,12,3,Mishra,Thakur,4,No,Wankhede
